class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat
e,f,f,n,t,n,f,c,b,n,t,b,10,s,s,p,g,p,w,53,o,p,n,v,d
p,f,y,y,f,f,f,c,b,p,e,b,3,k,k,p,b,p,w,23,o,l,h,v,d
e,x,f,g,t,n,f,c,b,w,t,b,82,s,s,p,p,p,w,23,o,p,n,y,d
p,f,s,b,t,f,f,c,b,h,t,b,293,f,f,w,w,p,w,57,o,p,h,s,u
p,f,y,g,f,f,f,c,b,h,e,b,4,k,k,n,n,p,w,23,o,l,h,v,d
e,f,y,e,t,n,f,c,b,p,t,b,68,s,s,g,g,p,w,34,o,p,k,v,d
e,x,f,g,t,n,f,c,b,u,t,b,317,s,s,g,g,p,w,27,o,p,n,v,d
e,x,f,w,f,n,f,w,b,k,t,e,47,f,s,w,w,p,w,31,o,e,k,s,g
e,b,y,w,t,a,f,c,b,w,e,c,126,s,s,w,w,p,w,23,o,p,k,s,m
p,x,y,y,f,f,f,c,b,p,e,b,199,k,k,b,n,p,w,35,o,l,h,y,d
p,f,y,y,f,f,f,c,b,g,e,b,4,k,k,n,p,p,w,23,o,l,h,v,g
e,x,y,g,t,n,f,c,b,w,t,b,225,s,s,g,p,p,w,24,o,p,n,v,d
e,f,y,e,t,n,f,c,b,u,t,b,43,s,s,g,p,p,w,25,o,p,k,y,d
e,f,y,n,t,n,f,c,b,n,t,b,114,s,s,p,w,p,w,26,o,p,n,y,d
p,k,y,n,f,y,f,c,n,b,t,?,299,k,k,w,w,p,w,23,o,e,w,v,p
p,x,f,y,f,f,f,c,b,p,e,b,141,k,k,b,n,p,w,25,o,l,h,v,g
e,x,s,g,f,n,f,w,b,p,t,e,259,s,s,w,w,p,w,79,o,e,n,a,g
e,k,s,n,f,n,a,c,b,y,e,?,386,s,s,o,o,p,n,23,o,p,o,v,l
e,x,y,e,t,n,f,c,b,p,t,b,23,s,s,g,g,p,w,33,o,p,k,y,d
e,f,f,g,t,n,f,c,b,p,t,b,113,s,s,p,w,p,w,23,o,p,k,v,d
e,f,y,g,t,n,f,c,b,u,t,b,3500,s,s,w,w,p,w,46,o,p,n,y,d
p,k,s,n,f,s,f,c,n,b,t,?,2,s,s,p,w,p,w,23,o,e,w,v,l
p,x,y,y,f,f,f,c,b,h,e,b,169,k,k,p,p,p,w,27,o,l,h,y,d
p,x,y,g,f,f,f,c,b,p,e,b,16,k,k,b,b,p,w,47,o,l,h,y,g
e,x,y,n,t,n,f,c,b,n,t,b,38,s,s,w,g,p,w,44,o,p,n,y,d
e,x,f,n,t,n,f,c,b,u,t,b,145,s,s,g,w,p,w,33,o,p,n,y,d
p,f,f,y,f,f,f,c,b,h,e,b,321,k,k,b,b,p,w,40,o,l,h,v,d
e,x,f,g,t,n,f,c,b,w,t,b,139,s,s,w,g,p,w,23,o,p,k,v,d
p,f,s,e,f,f,f,c,n,b,t,?,126,s,k,p,w,p,w,23,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,133,s,k,p,w,p,w,29,o,e,w,v,d
p,x,f,g,f,f,f,c,b,g,e,b,150,k,k,p,b,p,w,23,o,l,h,y,d
e,x,y,y,t,a,f,c,b,p,e,r,13,s,y,w,w,p,w,23,o,p,k,s,p
e,k,s,g,f,n,f,w,b,w,e,?,11,s,k,w,w,p,w,48,t,p,w,n,g
p,x,f,y,f,f,f,c,b,h,e,b,465,k,k,n,n,p,w,48,o,l,h,y,g
e,x,y,n,t,n,f,c,b,n,t,b,628,s,s,w,g,p,w,62,o,p,k,v,d
p,x,s,w,t,p,f,c,n,k,e,e,175,s,s,w,w,p,w,25,o,p,k,s,u
e,x,s,w,f,n,f,w,b,h,t,e,137,s,f,w,w,p,w,26,o,e,n,s,g
p,k,s,e,f,y,f,c,n,b,t,?,98,k,k,p,w,p,w,39,o,e,w,v,p
e,f,f,e,t,n,f,c,b,p,t,b,108,s,s,w,g,p,w,35,o,p,k,y,d
e,x,y,w,t,a,f,c,b,g,e,c,195,s,s,w,w,p,w,23,o,p,k,s,g
e,f,s,n,t,n,f,c,b,w,e,?,140,s,s,e,w,p,w,25,t,e,w,c,w
p,k,y,n,f,y,f,c,n,b,t,?,56,s,k,w,p,p,w,24,o,e,w,v,l
e,f,f,n,f,n,f,w,b,p,t,e,77,s,f,w,w,p,w,35,o,e,n,s,g
e,x,y,n,t,n,f,c,b,u,t,b,331,s,s,w,w,p,w,23,o,p,n,y,d
p,x,s,w,f,c,f,c,n,g,e,b,140,s,s,w,w,p,w,0,o,p,k,v,d
p,f,s,e,f,y,f,c,n,b,t,?,44,k,s,p,w,p,w,37,o,e,w,v,l
e,x,f,w,f,n,f,w,b,h,t,e,22,s,s,w,w,p,w,46,o,e,k,a,g
e,x,y,g,t,n,f,c,b,p,t,b,165,s,s,g,g,p,w,26,o,p,n,v,d
p,x,s,w,t,f,f,c,b,w,t,b,86,s,f,w,w,p,w,31,o,p,h,s,u
e,x,y,g,t,n,f,c,b,p,t,b,164,s,s,p,p,p,w,23,o,p,n,v,d
e,b,y,y,t,a,f,c,b,g,e,c,277,s,s,w,w,p,w,23,o,p,n,n,m
p,x,y,e,f,f,f,c,n,b,t,?,129,k,k,w,p,p,w,24,o,e,w,v,l
p,x,f,g,f,c,f,c,n,g,e,b,24,s,s,w,w,p,w,57,o,p,k,v,d
p,f,f,g,f,f,f,c,b,h,e,b,564,k,k,b,p,p,w,24,o,l,h,v,p
p,k,y,e,f,y,f,c,n,b,t,?,705,s,s,w,w,p,w,24,o,e,w,v,l
e,x,f,g,f,n,f,w,b,p,t,e,401,f,f,w,w,p,w,23,o,e,n,a,g
e,f,s,g,f,n,f,w,b,p,t,e,9,f,f,w,w,p,w,23,o,e,n,a,g
p,x,f,y,f,f,f,c,b,g,e,b,71,k,k,p,p,p,w,23,o,l,h,y,g
p,x,s,b,t,f,f,c,b,w,t,b,60,s,f,w,w,p,w,24,o,p,h,v,u
e,x,s,y,t,l,f,w,n,w,t,b,48,s,s,w,w,p,w,33,o,p,u,v,d
e,k,s,w,f,n,f,w,b,w,e,?,237,k,k,w,w,p,w,54,t,p,w,n,g
p,x,s,w,t,p,f,c,n,k,e,e,255,s,s,w,w,p,w,37,o,p,n,v,g
p,x,y,g,f,f,f,c,b,g,e,b,9,k,k,p,p,p,w,25,o,l,h,y,d
e,k,s,p,t,n,f,c,b,e,e,?,225,s,s,w,e,p,w,24,t,e,w,c,w
e,f,s,n,f,n,a,c,b,y,e,?,452,s,s,o,o,p,o,23,o,p,y,c,l
p,x,f,y,f,f,f,c,b,p,e,b,97,k,k,b,n,p,w,31,o,l,h,y,p
p,k,s,e,f,y,f,c,n,b,t,?,635,s,k,w,w,p,w,23,o,e,w,v,d
p,x,f,g,f,f,f,c,b,h,e,b,265,k,k,b,p,p,w,24,o,l,h,y,p
e,x,y,n,t,a,f,c,b,w,e,r,33,s,y,w,w,p,w,23,o,p,n,s,p
e,x,y,g,t,n,f,c,b,n,t,b,69,s,s,w,g,p,w,43,o,p,k,y,d
p,x,y,g,f,f,f,c,b,g,e,b,419,k,k,b,n,p,w,54,o,l,h,v,d
e,f,f,g,t,n,f,c,b,w,t,b,79,s,s,p,p,p,w,40,o,p,k,y,d
e,x,f,n,t,n,f,c,b,n,t,b,337,s,s,g,w,p,w,23,o,p,n,v,d
e,f,s,g,f,n,f,w,b,n,t,e,103,s,f,w,w,p,w,49,o,e,n,a,g
e,f,f,n,f,n,f,w,b,k,t,e,351,f,s,w,w,p,w,55,o,e,n,s,g
e,x,f,e,t,n,f,c,b,p,t,b,94,s,s,w,w,p,w,28,o,p,k,v,d
p,x,y,e,f,f,f,c,n,b,t,?,148,s,k,p,p,p,w,37,o,e,w,v,l
e,x,y,w,f,n,f,c,n,u,e,?,165,s,f,w,w,p,w,23,o,f,h,v,d
p,k,y,e,f,y,f,c,n,b,t,?,376,k,s,w,p,p,w,27,o,e,w,v,p
e,f,y,n,t,l,f,c,b,n,e,r,16,s,y,w,w,p,w,62,o,p,n,y,g
e,x,f,g,f,n,f,w,b,n,t,e,1,s,s,w,w,p,w,57,o,e,k,a,g
e,k,f,w,f,n,f,w,b,g,e,?,552,k,k,w,w,p,w,27,t,p,w,s,g
e,f,s,g,f,n,f,w,b,k,t,e,249,f,s,w,w,p,w,24,o,e,k,a,g
p,x,f,p,f,c,f,c,n,n,e,b,7,s,s,w,w,p,w,31,o,p,n,v,d
e,x,f,e,t,n,f,c,b,w,t,b,223,s,s,g,p,p,w,23,o,p,k,y,d
p,x,f,y,f,f,f,c,b,h,e,b,6,k,k,b,n,p,w,30,o,l,h,y,p
e,x,f,e,t,n,f,c,b,p,t,b,248,s,s,p,g,p,w,27,o,p,n,y,d
p,f,y,g,f,f,f,c,b,g,e,b,205,k,k,n,n,p,w,23,o,l,h,v,d
e,x,s,w,f,n,f,w,b,n,t,e,281,s,f,w,w,p,w,27,o,e,k,a,g
p,x,s,e,f,y,f,c,n,b,t,?,283,s,s,w,p,p,w,33,o,e,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,347,s,s,w,p,p,w,50,o,e,w,v,l
p,f,f,y,f,f,f,c,b,p,e,b,2,k,k,n,n,p,w,33,o,l,h,y,g
p,x,f,y,f,f,f,c,b,g,e,b,26,k,k,b,n,p,w,23,o,l,h,v,p
e,x,s,g,f,n,f,w,b,h,t,e,158,f,s,w,w,p,w,25,o,e,n,a,g
e,x,y,b,t,n,f,c,b,e,e,?,60,s,s,w,w,p,w,28,t,e,w,c,w
e,x,s,w,f,n,f,w,b,p,t,e,174,f,s,w,w,p,w,55,o,e,n,s,g
e,k,s,w,f,n,f,w,b,w,e,?,12,s,k,w,w,p,w,23,t,p,w,n,g
e,f,f,g,f,n,f,w,b,n,t,e,235,s,f,w,w,p,w,23,o,e,k,a,g
p,x,y,y,f,f,f,c,b,h,e,b,116,k,k,b,n,p,w,23,o,l,h,v,p
e,x,f,w,f,n,f,w,b,w,e,?,2,k,k,w,w,p,w,29,t,p,w,n,g
p,x,y,g,f,f,f,c,b,h,e,b,219,k,k,n,b,p,w,31,o,l,h,v,d
e,k,y,n,f,n,f,w,n,w,e,b,21,f,f,w,n,p,w,36,o,e,w,v,l
p,x,s,w,f,c,f,w,n,n,e,b,480,s,s,w,w,p,w,29,o,p,k,v,d
e,f,y,y,t,a,f,c,b,w,e,r,51,s,y,w,w,p,w,27,o,p,n,y,g
e,f,y,g,t,n,f,c,b,p,t,b,380,s,s,w,g,p,w,26,o,p,k,v,d
p,f,s,n,f,s,f,c,n,b,t,?,2,k,s,w,p,p,w,23,o,e,w,v,p
e,f,y,u,f,n,f,c,n,h,e,?,256,s,f,w,w,p,w,25,o,f,h,v,d
e,f,f,e,t,n,f,c,b,u,t,b,6,s,s,g,p,p,w,68,o,p,n,v,d
e,f,y,g,t,n,f,c,b,w,e,b,569,s,s,w,w,p,w,48,t,p,w,v,p
e,f,f,n,t,n,f,c,b,n,t,b,138,s,s,g,w,p,w,60,o,p,k,y,d
p,x,y,n,f,s,f,c,n,b,t,?,126,s,k,p,p,p,w,23,o,e,w,v,l
e,x,y,g,t,n,f,c,b,p,t,b,563,s,s,g,p,p,w,28,o,p,n,y,d
e,x,s,w,t,a,f,c,b,n,e,c,88,s,s,w,w,p,w,40,o,p,k,s,m
e,x,f,y,t,a,f,w,n,n,t,b,1,s,s,w,w,p,w,59,o,p,n,v,d
p,f,y,y,f,f,f,c,b,p,e,b,11,k,k,p,p,p,w,39,o,l,h,y,p
e,x,s,y,t,a,f,c,b,n,e,c,44,s,s,w,w,p,w,36,o,p,n,n,m
p,k,y,e,f,s,f,c,n,b,t,?,583,k,k,w,w,p,w,40,o,e,w,v,l
e,f,y,n,t,n,f,c,b,w,t,b,138,s,s,p,g,p,w,24,o,p,n,v,d
e,x,y,g,t,n,f,c,b,w,t,b,90,s,s,g,w,p,w,42,o,p,k,y,d
e,b,s,n,f,n,a,c,b,y,e,?,258,s,s,o,o,p,n,24,o,p,o,v,l
p,f,y,n,t,p,f,c,n,p,e,e,2,s,s,w,w,p,w,23,o,p,n,s,u
e,k,s,n,f,n,a,c,b,o,e,?,13,s,s,o,o,p,n,23,o,p,y,c,l
e,f,y,g,t,n,f,c,b,p,t,b,93,s,s,g,g,p,w,23,o,p,n,v,d
e,f,f,g,t,n,f,c,b,n,t,b,232,s,s,p,w,p,w,32,o,p,n,v,d
e,k,s,g,f,n,f,w,b,w,e,?,224,k,s,w,w,p,w,31,t,p,w,s,g
p,x,s,g,f,c,f,c,n,p,e,b,426,s,s,w,w,p,w,47,o,p,n,s,d
e,x,s,w,t,l,f,c,b,g,e,c,73,s,s,w,w,p,w,23,o,p,k,n,g
p,f,y,g,f,f,f,c,b,p,e,b,25,k,k,b,p,p,w,41,o,l,h,y,d
e,b,f,w,f,n,f,w,b,w,e,?,116,k,s,w,w,p,w,41,t,p,w,s,g
e,f,y,e,t,n,f,c,b,w,t,b,176,s,s,g,p,p,w,42,o,p,n,y,d
e,f,y,e,t,n,f,c,b,u,t,b,222,s,s,g,g,p,w,41,o,p,k,y,d
p,f,s,w,t,f,f,c,b,h,t,b,43,s,f,w,w,p,w,29,o,p,h,s,g
p,f,y,w,t,p,f,c,n,k,e,e,2,s,s,w,w,p,w,44,o,p,n,v,g
e,x,f,g,t,n,f,c,b,w,t,b,14,s,s,p,g,p,w,41,o,p,k,y,d
e,x,f,g,f,n,f,w,b,p,t,e,167,s,s,w,w,p,w,35,o,e,n,s,g
e,x,y,c,f,n,f,w,n,w,e,b,445,s,s,w,n,p,w,37,o,e,w,v,l
e,b,s,w,t,a,f,c,b,g,e,c,155,s,s,w,w,p,w,24,o,p,k,s,g
p,x,y,e,f,f,f,c,n,b,t,?,86,s,k,w,p,p,w,24,o,e,w,v,d
e,x,s,n,f,n,a,c,b,y,e,?,415,s,s,o,o,p,o,53,o,p,y,v,l
p,f,y,g,f,f,f,c,b,p,e,b,11,k,k,p,p,p,w,26,o,l,h,v,g
p,x,s,n,t,p,f,c,n,p,e,e,35,s,s,w,w,p,w,34,o,p,n,s,u
e,x,f,g,f,n,f,w,b,h,t,e,260,s,s,w,w,p,w,64,o,e,k,s,g
p,x,y,e,f,s,f,c,n,b,t,?,262,k,k,p,p,p,w,38,o,e,w,v,p
p,x,s,g,f,c,f,w,n,p,e,b,371,s,s,w,w,p,w,23,o,p,n,s,d
e,f,s,n,f,n,f,w,b,p,t,e,243,f,s,w,w,p,w,47,o,e,k,s,g
e,x,s,n,f,n,a,c,b,y,e,?,108,s,s,o,o,p,n,39,o,p,n,c,l
e,f,f,w,f,n,f,w,b,k,t,e,182,s,s,w,w,p,w,44,o,e,k,s,g
p,f,s,w,t,f,f,c,b,w,t,b,4,s,s,w,w,p,w,24,o,p,h,v,g
p,x,s,e,f,f,f,c,n,b,t,?,255,k,k,p,w,p,w,37,o,e,w,v,l
e,k,y,b,t,n,f,c,b,e,e,?,323,s,s,e,w,p,w,35,t,e,w,c,w
e,x,f,n,f,n,f,w,b,h,t,e,343,s,f,w,w,p,w,35,o,e,n,a,g
p,f,s,w,t,n,f,c,b,r,e,b,314,s,s,w,w,p,w,25,t,p,r,v,m
p,x,s,b,t,f,f,c,b,h,t,b,2300,f,f,w,w,p,w,35,o,p,h,s,g
e,f,f,e,t,n,f,c,b,n,t,b,211,s,s,w,g,p,w,23,o,p,n,v,d
p,x,y,y,f,f,f,c,b,g,e,b,130,k,k,p,b,p,w,38,o,l,h,v,p
e,f,f,g,t,n,f,c,b,w,t,b,149,s,s,g,w,p,w,25,o,p,k,v,d
p,x,y,g,f,f,f,c,b,h,e,b,143,k,k,b,p,p,w,42,o,l,h,y,d
p,x,s,n,t,p,f,c,n,k,e,e,16,s,s,w,w,p,w,23,o,p,k,s,u
p,f,s,w,t,p,f,c,n,p,e,e,88,s,s,w,w,p,w,38,o,p,k,v,u
e,f,y,u,f,n,f,c,n,h,e,?,56,s,f,w,w,p,w,52,o,f,h,y,d
p,f,y,e,f,f,f,c,n,b,t,?,2,s,k,w,w,p,w,23,o,e,w,v,d
e,x,y,n,f,n,f,w,n,w,e,b,131,s,f,w,n,p,w,41,o,e,w,v,l
e,x,y,e,t,n,f,c,b,u,t,b,373,s,s,w,w,p,w,23,o,p,n,v,d
e,x,y,e,t,n,f,c,b,u,t,b,213,s,s,g,p,p,w,24,o,p,k,v,d
p,x,s,e,f,s,f,c,n,b,t,?,322,k,k,p,p,p,w,24,o,e,w,v,p
e,b,y,y,t,l,f,c,b,k,e,c,124,s,s,w,w,p,w,55,o,p,n,s,g
p,k,s,e,f,y,f,c,n,b,t,?,249,s,s,w,w,p,w,24,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,251,k,s,w,w,p,w,53,o,e,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,381,k,k,p,b,p,w,53,o,l,h,y,p
p,x,s,w,t,f,f,c,b,h,t,b,89,s,s,w,w,p,w,23,o,p,h,s,u
p,k,y,n,f,s,f,c,n,b,t,?,521,k,s,w,w,p,w,32,o,e,w,v,p
p,x,s,n,t,p,f,c,n,n,e,e,7,s,s,w,w,p,w,75,o,p,n,v,g
p,f,s,b,t,f,f,c,b,h,t,b,144,s,s,w,w,p,w,25,o,p,h,s,g
p,f,s,n,f,f,f,c,n,b,t,?,276,k,k,w,p,p,w,24,o,e,w,v,d
e,x,s,n,t,n,f,c,b,w,e,?,9,s,s,w,w,p,w,23,t,e,w,c,w
e,f,s,n,f,n,a,c,b,y,e,?,563,s,s,o,o,p,n,25,o,p,n,c,l
e,f,f,y,t,a,f,w,n,w,t,b,7,s,s,w,w,p,w,27,o,p,n,v,d
e,s,f,n,f,n,f,c,n,k,e,e,87,s,s,w,w,p,w,26,o,p,k,v,u
e,x,f,g,t,n,f,c,b,p,t,b,154,s,s,g,w,p,w,30,o,p,k,y,d
p,f,y,e,f,s,f,c,n,b,t,?,713,k,s,p,p,p,w,30,o,e,w,v,p
p,x,y,g,f,f,f,c,b,g,e,b,24,k,k,n,p,p,w,50,o,l,h,y,d
e,x,f,g,f,n,f,w,b,g,e,?,8,s,k,w,w,p,w,31,t,p,w,s,g
e,f,f,w,t,l,f,w,n,n,t,b,150,s,s,w,w,p,w,23,o,p,u,v,d
e,b,s,y,t,a,f,c,b,k,e,c,85,s,s,w,w,p,w,23,o,p,n,n,g
e,x,f,g,f,n,f,w,b,p,t,e,64,f,f,w,w,p,w,44,o,e,k,s,g
e,x,f,w,f,n,f,w,b,k,t,e,165,s,f,w,w,p,w,26,o,e,k,a,g
e,f,f,w,f,n,f,w,b,h,t,e,97,f,f,w,w,p,w,23,o,e,n,a,g
e,f,f,n,t,n,f,c,b,n,t,b,10,s,s,w,w,p,w,23,o,p,k,y,d
e,x,s,y,t,a,f,c,b,g,e,c,77,s,s,w,w,p,w,23,o,p,k,s,g
e,k,s,n,f,n,a,c,b,y,e,?,646,s,s,o,o,p,o,53,o,p,o,c,l
e,f,y,e,t,n,f,c,b,u,t,b,128,s,s,p,g,p,w,30,o,p,n,v,d
p,x,y,y,f,f,f,c,b,h,e,b,195,k,k,n,n,p,w,43,o,l,h,v,p
e,x,f,n,f,n,f,w,b,k,t,e,373,f,s,w,w,p,w,23,o,e,n,s,g
e,f,f,n,t,n,f,c,b,n,t,b,267,s,s,g,p,p,w,40,o,p,k,v,d
e,f,f,g,f,n,f,w,b,p,t,e,344,f,s,w,w,p,w,30,o,e,n,a,g
e,x,f,n,t,n,f,c,b,w,t,b,24,s,s,w,w,p,w,23,o,p,n,y,d
p,x,y,y,f,f,f,c,b,g,e,b,139,k,k,b,p,p,w,27,o,l,h,y,p
e,x,y,g,t,n,f,c,b,n,t,b,49,s,s,g,g,p,w,25,o,p,k,y,d
p,k,s,e,f,f,f,c,n,b,t,?,536,s,s,w,p,p,w,54,o,e,w,v,p
e,f,f,w,f,n,f,w,b,n,t,e,33,s,f,w,w,p,w,42,o,e,k,s,g
e,f,y,g,t,n,f,c,b,w,t,b,7,s,s,g,p,p,w,23,o,p,k,v,d
p,x,f,g,f,f,f,c,b,h,e,b,147,k,k,n,n,p,w,23,o,l,h,v,g
e,f,y,n,t,n,f,c,b,p,t,b,167,s,s,g,w,p,w,24,o,p,k,y,d
p,f,f,g,f,f,f,c,b,h,e,b,204,k,k,p,n,p,w,22,o,l,h,y,p
e,x,y,e,t,n,f,c,b,p,t,b,178,s,s,p,w,p,w,23,o,p,n,v,d
p,x,y,e,f,y,f,c,n,b,t,?,154,s,s,p,p,p,w,31,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,2,k,k,w,p,p,w,23,o,e,w,v,l
e,x,y,g,t,n,f,c,b,p,t,b,142,s,s,p,g,p,w,24,o,p,k,y,d
p,f,y,e,f,s,f,c,n,b,t,?,464,k,s,w,w,p,w,31,o,e,w,v,d
e,f,y,n,t,n,f,c,b,u,t,b,105,s,s,g,p,p,w,23,o,p,n,y,d
e,b,s,w,f,n,f,w,b,g,e,?,239,s,s,w,w,p,w,76,t,p,w,s,g
e,x,y,g,t,n,f,c,b,u,t,b,21,s,s,w,p,p,w,23,o,p,n,v,d
p,x,f,p,f,c,f,c,n,n,e,b,127,s,s,w,w,p,w,34,o,p,k,s,d
p,f,y,g,f,f,f,c,b,g,e,b,89,k,k,b,p,p,w,34,o,l,h,v,d
p,f,s,b,t,f,f,c,b,p,t,b,57,s,s,w,w,p,w,23,o,p,h,v,u
e,x,f,e,t,n,f,c,b,u,t,b,9,s,s,p,g,p,w,46,o,p,n,v,d
e,x,s,y,t,a,f,c,b,k,e,c,99,s,s,w,w,p,w,59,o,p,k,s,m
p,x,f,y,f,f,f,c,b,g,e,b,281,k,k,b,b,p,w,28,o,l,h,y,g
p,x,s,w,f,c,f,c,n,n,e,b,26,s,s,w,w,p,w,23,o,p,n,s,d
p,x,s,w,t,f,f,c,b,p,t,b,14,s,f,w,w,p,w,39,o,p,h,s,g
p,x,f,y,f,f,f,c,b,h,e,b,11,k,k,p,b,p,w,44,o,l,h,y,p
e,x,f,w,f,n,f,w,b,k,t,e,88,s,s,w,w,p,w,23,o,e,k,s,g
p,f,y,n,f,y,f,c,n,b,t,?,421,k,k,p,w,p,w,23,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,76,s,k,w,w,p,w,23,o,e,w,v,l
e,f,y,n,t,a,f,c,b,w,e,r,20,s,y,w,w,p,w,25,o,p,n,y,g
e,s,f,n,f,n,f,c,n,p,e,e,52,s,s,w,w,p,w,23,o,p,n,y,u
p,f,f,y,f,f,f,c,b,p,e,b,386,k,k,b,n,p,w,44,o,l,h,y,g
p,f,y,n,f,y,f,c,n,b,t,?,27,k,s,p,p,p,w,61,o,e,w,v,p
e,f,y,e,t,n,f,c,b,p,t,b,152,s,s,p,w,p,w,23,o,p,k,y,d
e,f,f,n,t,n,f,c,b,w,t,b,367,s,s,w,g,p,w,34,o,p,k,v,d
p,x,y,g,f,f,f,c,b,g,e,b,209,k,k,n,p,p,w,23,o,l,h,v,p
e,f,y,y,t,l,f,c,b,p,e,r,553,s,y,w,w,p,w,23,o,p,n,y,g
e,f,y,n,t,a,f,c,b,n,e,r,182,s,y,w,w,p,w,23,o,p,k,y,p
p,f,y,e,f,y,f,c,n,b,t,?,384,k,k,w,p,p,w,0,o,e,w,v,l
e,x,s,y,t,l,f,c,b,g,e,c,70,s,s,w,w,p,w,23,o,p,n,n,m
e,b,s,y,t,l,f,c,b,k,e,c,76,s,s,w,w,p,w,24,o,p,k,s,m
e,f,f,n,t,n,f,c,b,u,t,b,360,s,s,p,p,p,w,23,o,p,k,y,d
e,x,f,g,t,n,f,c,b,n,t,b,25,s,s,w,g,p,w,23,o,p,k,v,d
p,x,f,y,f,f,f,c,b,h,e,b,12,k,k,n,p,p,w,25,o,l,h,y,d
e,x,f,n,t,n,f,c,b,p,t,b,72,s,s,w,w,p,w,85,o,p,n,v,d
e,x,y,b,t,n,f,c,b,w,e,?,143,s,s,e,w,p,w,55,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,?,198,k,k,p,w,p,w,55,o,e,w,v,p
e,x,s,n,f,n,f,w,b,p,t,e,147,s,s,w,w,p,w,24,o,e,n,s,g
p,x,y,y,f,f,f,c,b,p,e,b,201,k,k,b,n,p,w,23,o,l,h,y,p
e,x,y,e,t,n,f,c,b,u,t,b,78,s,s,g,p,p,w,55,o,p,n,y,d
e,b,y,y,t,l,f,c,b,g,e,c,241,s,s,w,w,p,w,22,o,p,k,s,m
e,x,s,w,t,l,f,c,b,w,e,c,39,s,s,w,w,p,w,38,o,p,n,s,m
e,f,f,e,t,n,f,c,b,w,t,b,26,s,s,g,p,p,w,23,o,p,n,v,d
p,k,y,e,f,s,f,c,n,b,t,?,263,k,s,w,p,p,w,26,o,e,w,v,l
p,x,s,b,t,f,f,c,b,h,t,b,287,s,s,w,w,p,w,38,o,p,h,v,u
p,f,y,w,t,p,f,c,n,n,e,e,192,s,s,w,w,p,w,45,o,p,k,s,g
p,f,f,y,f,f,f,c,b,g,e,b,128,k,k,p,n,p,w,27,o,l,h,v,p
p,f,s,e,f,y,f,c,n,b,t,?,212,s,s,p,p,p,w,54,o,e,w,v,d
e,x,f,g,t,n,f,c,b,n,t,b,314,s,s,p,w,p,w,25,o,p,n,y,d
p,k,y,n,f,m,f,c,b,w,e,c,79,k,y,c,c,p,w,60,n,n,w,c,d
p,f,s,n,f,s,f,c,n,b,t,?,684,k,k,w,p,p,w,40,o,e,w,v,d
e,x,y,e,t,n,f,c,b,w,t,b,417,s,s,w,w,p,w,24,o,p,n,y,d
p,x,s,g,f,c,f,c,n,n,e,b,23,s,s,w,w,p,w,91,o,p,n,s,d
p,f,s,n,f,f,f,c,n,b,t,?,487,k,s,p,w,p,w,23,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,89,k,k,p,w,p,w,27,o,e,w,v,l
e,x,f,n,f,n,f,w,b,h,t,e,142,f,s,w,w,p,w,23,o,e,n,s,g
e,b,y,y,t,a,f,c,b,w,e,c,197,s,s,w,w,p,w,35,o,p,n,n,g
p,x,f,w,f,c,f,w,n,p,e,b,356,s,s,w,w,p,w,23,o,p,n,v,d
p,x,s,b,t,f,f,c,b,w,t,b,138,f,s,w,w,p,w,22,o,p,h,s,g
e,b,s,y,t,l,f,c,b,g,e,c,1,s,s,w,w,p,w,14,o,p,n,n,m
p,x,s,n,f,s,f,c,n,b,t,?,560,k,s,w,p,p,w,24,o,e,w,v,l
e,x,f,n,t,n,f,c,b,p,t,b,47,s,s,g,g,p,w,27,o,p,n,y,d
p,f,y,y,f,f,f,c,b,h,e,b,3,k,k,n,p,p,w,45,o,l,h,y,p
p,f,y,w,t,p,f,c,n,w,e,e,56,s,s,w,w,p,w,23,o,p,k,s,g
p,f,y,y,f,f,f,c,b,g,e,b,119,k,k,n,n,p,w,25,o,l,h,v,d
p,f,y,e,f,y,f,c,n,b,t,?,183,s,k,p,w,p,w,26,o,e,w,v,l
p,x,f,y,f,f,f,c,b,g,e,b,5,k,k,p,n,p,w,23,o,l,h,y,d
e,f,f,w,f,n,f,w,b,h,t,e,7,s,f,w,w,p,w,27,o,e,k,s,g
e,f,y,g,t,n,f,c,b,u,t,b,420,s,s,g,g,p,w,23,o,p,k,v,d
p,f,s,g,t,f,f,c,b,w,t,b,115,s,s,w,w,p,w,22,o,p,h,s,g
e,f,f,n,f,n,f,w,n,w,e,b,137,s,f,w,n,p,w,29,o,e,w,v,l
p,x,y,n,f,y,f,c,n,b,t,?,154,k,s,p,w,p,w,45,o,e,w,v,l
